spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
267.0,2.0,7.0,4.0,603.0,0.63,0.85,1946966500.0,39.0,36.0,0.0,0.054,0.989,0.309,59.439
271.0,3.0,7.0,4.0,608.0,0.62,0.87,1957172600.0,39.0,34.0,0.0,0.061,0.99,0.274,59.423
269.0,3.0,7.0,4.0,609.0,0.62,0.88,1958023700.0,39.0,34.0,0.0,0.059,0.989,0.283,58.951
263.0,2.0,7.0,4.0,609.0,0.64,0.87,1990371100.0,40.0,35.0,0.0,0.059,0.988,0.287,58.281
269.0,3.0,7.0,4.0,609.0,0.63,0.87,1936100400.0,39.0,34.0,0.0,0.059,0.993,0.289,58.067
269.0,2.0,7.0,4.0,609.0,0.63,0.86,1944688400.0,40.0,35.0,0.0,0.058,0.993,0.298,56.877
270.0,3.0,7.0,4.0,606.0,0.62,0.86,1914237000.0,39.0,35.0,0.0,0.059,0.993,0.299,56.746
260.0,2.0,7.0,4.0,604.0,0.63,0.85,1869357800.0,39.0,35.0,0.0,0.056,0.995,0.317,56.232
261.0,3.0,7.0,4.0,607.0,0.62,0.86,1888556300.0,38.0,35.0,0.0,0.058,0.991,0.302,56.219
260.0,2.0,7.0,4.0,608.0,0.62,0.86,1915212000.0,40.0,35.0,0.0,0.055,0.987,0.325,54.781
265.0,3.0,7.0,4.0,607.0,0.62,0.87,1952092900.0,40.0,34.0,0.0,0.061,0.987,0.302,53.929
262.0,2.0,7.0,4.0,606.0,0.63,0.85,1935953300.0,39.0,36.0,0.0,0.052,0.982,0.355,53.443
268.0,3.0,7.0,4.0,606.0,0.63,0.86,1918517000.0,39.0,34.0,0.0,0.06,0.992,0.309,53.12
263.0,3.0,7.0,4.0,610.0,0.62,0.88,1994999800.0,41.0,34.0,0.0,0.064,0.986,0.291,52.83
267.0,2.0,7.0,4.0,603.0,0.62,0.85,1917965300.0,40.0,34.0,0.0,0.061,0.992,0.308,52.701
268.0,2.0,7.0,4.0,599.0,0.63,0.85,1889536800.0,38.0,35.0,0.0,0.059,0.993,0.318,52.475
274.0,3.0,7.0,4.0,599.0,0.62,0.84,1917385300.0,39.0,35.0,0.0,0.062,0.992,0.307,52.328
272.0,3.0,7.0,4.0,604.0,0.63,0.88,2002472400.0,40.0,34.0,0.0,0.064,0.986,0.293,52.19
260.0,2.0,7.0,4.0,602.0,0.62,0.85,1851584900.0,38.0,35.0,0.0,0.058,0.992,0.33,51.745
274.0,3.0,7.0,4.0,603.0,0.64,0.87,2010724100.0,40.0,35.0,0.0,0.065,0.986,0.299,50.373
263.0,3.0,7.0,4.0,605.0,0.63,0.86,1910330100.0,39.0,34.0,0.0,0.059,0.987,0.335,50.154
263.0,2.0,7.0,4.0,607.0,0.62,0.84,1902068900.0,39.0,35.0,0.0,0.057,0.986,0.352,49.377
273.0,3.0,7.0,4.0,604.0,0.63,0.85,1918850700.0,39.0,35.0,0.0,0.06,0.99,0.336,48.889
272.0,3.0,7.0,4.0,608.0,0.63,0.87,1964959900.0,40.0,34.0,0.0,0.064,0.988,0.322,47.747
275.0,3.0,7.0,4.0,605.0,0.63,0.85,1922499800.0,39.0,35.0,0.0,0.061,0.992,0.343,47.357
233.0,2.0,7.0,3.0,596.0,0.6,0.9,2054865400.0,39.0,35.0,0.083,0.051,0.995,0.415,46.694
265.0,2.0,7.0,4.0,599.0,0.62,0.83,1878020900.0,38.0,36.0,0.0,0.06,0.984,0.388,42.54
277.0,3.0,7.0,4.0,602.0,0.63,0.84,1931258600.0,39.0,35.0,0.0,0.062,0.984,0.379,41.832
266.0,2.0,7.0,4.0,604.0,0.64,0.84,1867018900.0,38.0,35.0,0.0,0.063,0.991,0.383,41.293
268.0,2.0,7.0,4.0,607.0,0.64,0.84,1869920300.0,38.0,35.0,0.0,0.064,0.988,0.412,37.555
278.0,3.0,7.0,4.0,615.0,0.63,0.85,1891337000.0,39.0,34.0,0.0,0.068,0.991,0.404,35.947
276.0,3.0,7.0,4.0,600.0,0.63,0.84,1889521400.0,38.0,35.0,0.0,0.066,0.984,0.418,35.829
271.0,2.0,7.0,4.0,599.0,0.63,0.82,1850775800.0,38.0,35.0,0.0,0.066,0.992,0.425,35.345
277.0,3.0,7.0,4.0,602.0,0.62,0.84,1876293400.0,38.0,34.0,0.0,0.069,0.988,0.409,34.855
279.0,3.0,7.0,4.0,606.0,0.65,0.85,1904202900.0,39.0,34.0,0.0,0.07,0.989,0.417,34.004
274.0,3.0,7.0,4.0,610.0,0.64,0.85,1900021900.0,39.0,34.0,0.0,0.067,0.985,0.435,33.78
279.0,3.0,7.0,4.0,608.0,0.64,0.85,1951200600.0,40.0,34.0,0.0,0.07,0.981,0.419,33.391
265.0,2.0,7.0,4.0,604.0,0.63,0.83,1820401900.0,38.0,35.0,0.0,0.064,0.983,0.468,32.666
276.0,3.0,7.0,4.0,606.0,0.64,0.84,1878470700.0,38.0,35.0,0.0,0.068,0.99,0.446,32.466
275.0,2.0,7.0,4.0,605.0,0.64,0.83,1882612600.0,39.0,35.0,0.0,0.065,0.982,0.475,31.884
278.0,3.0,7.0,4.0,597.0,0.64,0.83,1880682000.0,38.0,36.0,0.0,0.069,0.983,0.456,31.457
282.0,3.0,7.0,4.0,606.0,0.62,0.83,1876145700.0,39.0,34.0,0.0,0.071,0.987,0.458,30.204
274.0,2.0,7.0,4.0,613.0,0.64,0.84,1890940700.0,40.0,35.0,0.0,0.067,0.979,0.487,30.063
270.0,2.0,7.0,4.0,606.0,0.64,0.82,1858565100.0,38.0,35.0,0.0,0.067,0.984,0.49,29.834
276.0,3.0,7.0,4.0,615.0,0.64,0.84,1901577500.0,40.0,34.0,0.0,0.072,0.978,0.493,27.46
281.0,3.0,7.0,4.0,606.0,0.64,0.83,1888098400.0,39.0,34.0,0.0,0.072,0.977,0.513,26.456
273.0,2.0,7.0,4.0,605.0,0.64,0.82,1807053600.0,38.0,34.0,0.0,0.074,0.977,0.578,22.927
284.0,3.0,7.0,4.0,609.0,0.64,0.82,1851940400.0,38.0,35.0,0.0,0.076,0.969,0.613,20.916
294.0,3.0,7.0,4.0,597.0,0.66,0.8,1828414500.0,37.0,35.0,0.0,0.088,0.968,0.683,16.073
spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
278.0,1.0,4.0,7.0,487.0,0.61,0.74,2098167000.0,67.0,34.0,0.0,0.044,0.999,0.113,203.426
272.0,1.0,4.0,7.0,479.0,0.62,0.74,2085880300.0,66.0,34.0,0.0,0.047,0.998,0.149,141.517
275.0,1.0,4.0,7.0,478.0,0.61,0.74,2075707900.0,68.0,34.0,0.0,0.046,0.997,0.161,135.014
272.0,1.0,4.0,7.0,487.0,0.62,0.74,2076107400.0,67.0,34.0,0.0,0.046,0.997,0.174,124.005
277.0,1.0,4.0,6.0,489.0,0.61,0.74,2078744300.0,66.0,34.0,0.0,0.044,0.998,0.185,121.051
273.0,1.0,4.0,7.0,476.0,0.61,0.75,2116958300.0,69.0,35.0,0.0,0.049,0.998,0.17,120.127
272.0,1.0,4.0,7.0,475.0,0.61,0.74,2063554600.0,67.0,34.0,0.0,0.047,0.996,0.179,119.687
273.0,1.0,4.0,6.0,469.0,0.62,0.74,2111878900.0,68.0,35.0,0.0,0.05,0.997,0.169,119.079
274.0,1.0,4.0,7.0,483.0,0.61,0.74,2084272800.0,68.0,35.0,0.0,0.048,0.996,0.178,117.383
273.0,1.0,4.0,7.0,492.0,0.62,0.74,2065122800.0,68.0,34.0,0.0,0.049,0.996,0.182,111.869
275.0,1.0,4.0,6.0,471.0,0.62,0.74,2068902300.0,67.0,35.0,0.0,0.049,0.996,0.186,108.949
271.0,1.0,4.0,7.0,485.0,0.61,0.74,2121397600.0,69.0,35.0,0.0,0.049,0.997,0.189,108.656
269.0,1.0,4.0,7.0,491.0,0.63,0.74,2082321300.0,67.0,34.0,0.0,0.049,0.996,0.186,108.084
272.0,1.0,4.0,7.0,487.0,0.61,0.74,2059515400.0,68.0,34.0,0.0,0.047,0.996,0.196,107.93
272.0,1.0,4.0,7.0,472.0,0.61,0.74,2097682700.0,68.0,35.0,0.0,0.05,0.996,0.187,106.849
273.0,1.0,4.0,7.0,474.0,0.62,0.74,2058793200.0,67.0,34.0,0.0,0.048,0.996,0.195,106.575
272.0,1.0,4.0,6.0,477.0,0.62,0.74,2057537900.0,67.0,34.0,0.0,0.046,0.996,0.204,105.095
270.0,1.0,4.0,7.0,476.0,0.62,0.75,2125673600.0,70.0,35.0,0.0,0.053,0.998,0.181,104.916
278.0,1.0,4.0,7.0,492.0,0.6,0.75,2098582700.0,69.0,34.0,0.0,0.049,0.996,0.196,104.227
275.0,1.0,4.0,6.0,473.0,0.62,0.74,2049612900.0,68.0,34.0,0.0,0.048,0.996,0.199,104.038
271.0,1.0,4.0,7.0,496.0,0.61,0.74,2065012600.0,67.0,34.0,0.0,0.048,0.995,0.207,101.245
274.0,1.0,4.0,7.0,492.0,0.62,0.74,2064604800.0,68.0,34.0,0.0,0.049,0.996,0.204,100.663
273.0,1.0,4.0,7.0,481.0,0.61,0.74,2093992200.0,69.0,34.0,0.0,0.046,0.996,0.217,98.782
271.0,1.0,4.0,7.0,482.0,0.61,0.74,2065080000.0,69.0,34.0,0.0,0.048,0.995,0.212,96.867
274.0,1.0,4.0,7.0,489.0,0.61,0.74,2043519100.0,68.0,34.0,0.0,0.047,0.995,0.218,96.036
271.0,1.0,4.0,7.0,472.0,0.61,0.74,2078107100.0,69.0,34.0,0.0,0.05,0.996,0.211,94.886
268.0,1.0,4.0,7.0,467.0,0.62,0.74,2075211000.0,68.0,35.0,0.0,0.055,0.996,0.191,94.672
275.0,1.0,4.0,6.0,503.0,0.62,0.74,2049997000.0,67.0,34.0,0.0,0.048,0.995,0.221,93.377
269.0,1.0,4.0,7.0,467.0,0.62,0.74,2091195800.0,68.0,35.0,0.0,0.054,0.996,0.198,93.337
272.0,1.0,4.0,7.0,476.0,0.61,0.74,2087151100.0,69.0,35.0,0.0,0.051,0.996,0.213,91.518
271.0,1.0,4.0,7.0,500.0,0.62,0.74,2054832100.0,68.0,34.0,0.0,0.052,0.995,0.212,90.895
272.0,1.0,4.0,7.0,466.0,0.61,0.75,2096417500.0,70.0,35.0,0.0,0.054,0.996,0.207,89.386
270.0,1.0,4.0,7.0,483.0,0.61,0.74,2057721700.0,69.0,34.0,0.0,0.049,0.994,0.228,89.138
272.0,1.0,4.0,7.0,485.0,0.61,0.74,2073050500.0,69.0,34.0,0.0,0.048,0.994,0.236,88.8
272.0,1.0,4.0,7.0,477.0,0.61,0.74,2082178300.0,69.0,34.0,0.0,0.048,0.995,0.233,88.491
273.0,1.0,4.0,7.0,469.0,0.61,0.74,2075327000.0,69.0,34.0,0.0,0.05,0.995,0.229,87.397
273.0,1.0,4.0,6.0,496.0,0.63,0.74,2049646300.0,66.0,34.0,0.0,0.051,0.997,0.227,87.035
268.0,1.0,4.0,7.0,471.0,0.61,0.74,2080025700.0,70.0,34.0,0.0,0.053,0.995,0.221,85.656
271.0,1.0,4.0,7.0,472.0,0.61,0.74,2065514000.0,68.0,35.0,0.0,0.052,0.994,0.226,84.81
270.0,1.0,4.0,7.0,465.0,0.61,0.74,2055542500.0,69.0,34.0,0.0,0.053,0.994,0.224,84.384
271.0,1.0,4.0,7.0,487.0,0.62,0.74,2050803000.0,69.0,33.0,0.0,0.053,0.994,0.224,83.983
268.0,1.0,4.0,7.0,482.0,0.61,0.74,2087178800.0,69.0,35.0,0.0,0.051,0.995,0.231,83.859
272.0,1.0,4.0,7.0,512.0,0.61,0.74,2059258100.0,67.0,34.0,0.0,0.051,0.995,0.236,83.124
273.0,1.0,4.0,7.0,469.0,0.62,0.74,2034506100.0,68.0,34.0,0.0,0.052,0.994,0.235,81.806
280.0,1.0,4.0,6.0,484.0,0.61,0.74,2053964000.0,68.0,35.0,0.0,0.049,0.993,0.25,81.214
278.0,1.0,4.0,6.0,463.0,0.6,0.75,2062397200.0,68.0,34.0,0.0,0.05,0.993,0.245,80.644
272.0,1.0,4.0,7.0,498.0,0.61,0.74,2048885800.0,68.0,35.0,0.0,0.053,0.994,0.233,80.641
267.0,1.0,4.0,7.0,475.0,0.62,0.74,2085686100.0,70.0,34.0,0.0,0.053,0.995,0.232,80.475
271.0,1.0,4.0,7.0,495.0,0.61,0.74,2040907800.0,67.0,34.0,0.0,0.048,0.994,0.255,80.285
271.0,1.0,4.0,7.0,469.0,0.62,0.74,2042709000.0,68.0,34.0,0.0,0.052,0.993,0.239,79.957
274.0,1.0,4.0,6.0,480.0,0.62,0.74,2025889800.0,66.0,33.0,0.0,0.05,0.995,0.25,79.71
274.0,1.0,4.0,6.0,472.0,0.61,0.74,2038318800.0,68.0,34.0,0.0,0.048,0.992,0.262,79.459
274.0,1.0,4.0,7.0,504.0,0.62,0.74,2058287700.0,68.0,34.0,0.0,0.051,0.994,0.244,79.251
272.0,1.0,5.0,7.0,481.0,0.63,0.74,2054469900.0,68.0,34.0,0.0,0.054,0.994,0.233,78.842
272.0,1.0,4.0,7.0,487.0,0.61,0.74,2025799700.0,69.0,34.0,0.0,0.05,0.993,0.252,78.658
269.0,1.0,4.0,7.0,467.0,0.6,0.74,2065758000.0,69.0,34.0,0.0,0.054,0.995,0.236,78.186
279.0,1.0,4.0,6.0,481.0,0.61,0.74,2042106600.0,65.0,34.0,0.0,0.048,0.994,0.267,77.775
270.0,1.0,4.0,7.0,469.0,0.62,0.74,2045167400.0,69.0,34.0,0.0,0.054,0.993,0.238,77.73
272.0,1.0,4.0,6.0,475.0,0.62,0.74,2042775700.0,68.0,35.0,0.0,0.052,0.993,0.246,77.727
271.0,1.0,4.0,6.0,473.0,0.61,0.74,2024710500.0,67.0,34.0,0.0,0.048,0.992,0.269,77.233
271.0,1.0,4.0,7.0,484.0,0.61,0.75,2051020500.0,69.0,35.0,0.0,0.051,0.993,0.252,77.054
279.0,1.0,4.0,6.0,473.0,0.62,0.74,2033669600.0,67.0,35.0,0.0,0.052,0.993,0.253,76.038
268.0,1.0,4.0,7.0,478.0,0.62,0.74,2045531100.0,69.0,35.0,0.0,0.056,0.994,0.235,75.935
271.0,1.0,4.0,7.0,468.0,0.61,0.74,2063562200.0,70.0,34.0,0.0,0.053,0.994,0.249,75.508
271.0,1.0,4.0,7.0,496.0,0.62,0.74,2041675300.0,68.0,35.0,0.0,0.055,0.993,0.245,74.288
272.0,1.0,4.0,7.0,476.0,0.6,0.74,2050822900.0,69.0,35.0,0.0,0.054,0.993,0.248,73.63
267.0,1.0,4.0,7.0,485.0,0.61,0.74,2052434400.0,70.0,34.0,0.0,0.052,0.993,0.262,73.289
273.0,1.0,4.0,7.0,468.0,0.6,0.75,2099699500.0,70.0,34.0,0.0,0.052,0.995,0.263,73.281
264.0,1.0,4.0,7.0,483.0,0.63,0.74,2052625800.0,69.0,34.0,0.0,0.054,0.993,0.252,72.56
269.0,1.0,4.0,7.0,479.0,0.61,0.74,2071983200.0,70.0,35.0,0.0,0.054,0.994,0.256,72.139
271.0,1.0,4.0,7.0,481.0,0.62,0.74,2023700900.0,67.0,35.0,0.0,0.052,0.993,0.268,71.466
275.0,1.0,4.0,7.0,477.0,0.61,0.75,2012157300.0,69.0,34.0,0.0,0.05,0.991,0.279,71.161
274.0,1.0,4.0,7.0,488.0,0.62,0.74,2021256100.0,68.0,35.0,0.0,0.053,0.992,0.265,71.098
267.0,1.0,4.0,7.0,479.0,0.62,0.74,2060898600.0,70.0,34.0,0.0,0.054,0.993,0.262,70.786
272.0,1.0,4.0,7.0,463.0,0.62,0.74,2033671800.0,68.0,35.0,0.0,0.056,0.993,0.25,70.626
273.0,1.0,4.0,6.0,464.0,0.61,0.74,2055757000.0,69.0,35.0,0.0,0.053,0.993,0.264,70.571
278.0,1.0,4.0,6.0,508.0,0.63,0.74,2068693000.0,65.0,34.0,0.0,0.054,0.998,0.266,69.779
268.0,1.0,4.0,7.0,478.0,0.62,0.74,2046707500.0,69.0,35.0,0.0,0.056,0.992,0.257,69.572
274.0,1.0,4.0,6.0,479.0,0.62,0.74,2016640000.0,68.0,35.0,0.0,0.052,0.992,0.277,69.307
272.0,1.0,4.0,7.0,477.0,0.61,0.75,2102497300.0,71.0,35.0,0.0,0.053,0.995,0.273,68.976
273.0,1.0,4.0,7.0,469.0,0.61,0.74,2090643700.0,70.0,35.0,0.0,0.054,0.994,0.27,68.839
271.0,1.0,4.0,7.0,475.0,0.61,0.74,2061876000.0,70.0,35.0,0.0,0.054,0.993,0.266,68.728
269.0,1.0,4.0,7.0,470.0,0.61,0.74,2031604600.0,70.0,34.0,0.0,0.055,0.992,0.267,68.146
275.0,1.0,4.0,7.0,473.0,0.61,0.75,2037520800.0,70.0,35.0,0.0,0.054,0.992,0.27,68.065
272.0,1.0,4.0,6.0,497.0,0.62,0.74,2014887400.0,67.0,34.0,0.0,0.05,0.992,0.297,67.131
274.0,1.0,4.0,6.0,483.0,0.62,0.74,2003118100.0,67.0,35.0,0.0,0.05,0.991,0.296,67.082
271.0,1.0,4.0,7.0,472.0,0.61,0.75,2097166100.0,71.0,35.0,0.0,0.054,0.995,0.273,67.04
275.0,1.0,4.0,7.0,468.0,0.63,0.74,2026927100.0,67.0,35.0,0.0,0.055,0.992,0.272,66.769
270.0,1.0,4.0,6.0,477.0,0.62,0.74,2065097300.0,70.0,35.0,0.0,0.054,0.992,0.275,66.46
270.0,1.0,4.0,7.0,491.0,0.61,0.74,2043876700.0,70.0,35.0,0.0,0.055,0.992,0.272,66.032
265.0,1.0,4.0,7.0,476.0,0.62,0.74,2036519800.0,69.0,34.0,0.0,0.055,0.992,0.277,65.65
273.0,1.0,4.0,7.0,509.0,0.62,0.74,2028346400.0,69.0,34.0,0.0,0.056,0.992,0.272,65.648
271.0,1.0,4.0,7.0,478.0,0.62,0.74,2030089700.0,69.0,35.0,0.0,0.055,0.991,0.274,65.481
268.0,1.0,4.0,7.0,467.0,0.61,0.74,2024866800.0,69.0,34.0,0.0,0.054,0.991,0.279,65.371
265.0,1.0,4.0,7.0,461.0,0.62,0.74,2094052100.0,70.0,35.0,0.0,0.059,0.995,0.256,65.363
271.0,1.0,4.0,7.0,457.0,0.61,0.74,2025722600.0,68.0,34.0,0.0,0.054,0.991,0.282,65.356
272.0,1.0,4.0,7.0,474.0,0.6,0.74,2046287600.0,69.0,34.0,0.0,0.052,0.992,0.291,65.296
271.0,1.0,5.0,7.0,501.0,0.62,0.74,2036462000.0,66.0,34.0,0.0,0.056,0.994,0.27,65.192
269.0,1.0,4.0,7.0,465.0,0.61,0.74,2018998300.0,69.0,34.0,0.0,0.055,0.991,0.281,64.487
272.0,1.0,4.0,7.0,474.0,0.61,0.74,2002024700.0,67.0,34.0,0.0,0.05,0.99,0.312,64.028
272.0,1.0,4.0,7.0,477.0,0.61,0.74,2030589400.0,70.0,35.0,0.0,0.055,0.991,0.284,63.412
276.0,1.0,4.0,6.0,468.0,0.6,0.74,2008288500.0,68.0,34.0,0.0,0.051,0.989,0.305,63.124
265.0,1.0,4.0,7.0,475.0,0.62,0.74,2081110300.0,70.0,35.0,0.0,0.057,0.993,0.276,63.037
269.0,1.0,4.0,7.0,477.0,0.62,0.74,2058640100.0,71.0,35.0,0.0,0.058,0.992,0.272,63.031
278.0,2.0,4.0,6.0,500.0,0.62,0.74,2043331200.0,65.0,34.0,0.344,0.056,0.996,0.286,61.789
271.0,1.0,4.0,7.0,474.0,0.61,0.74,2052989700.0,71.0,35.0,0.0,0.057,0.992,0.286,61.465
274.0,1.0,4.0,7.0,487.0,0.62,0.74,2014626300.0,70.0,35.0,0.0,0.056,0.99,0.29,61.208
267.0,1.0,4.0,7.0,456.0,0.61,0.74,2067447600.0,70.0,34.0,0.0,0.057,0.993,0.287,61.164
273.0,1.0,4.0,6.0,478.0,0.61,0.74,2020750000.0,70.0,35.0,0.0,0.054,0.99,0.302,61.146
279.0,1.0,4.0,6.0,460.0,0.63,0.74,2056324600.0,65.0,35.0,0.0,0.058,0.993,0.282,61.131
269.0,1.0,4.0,7.0,474.0,0.63,0.74,2014334500.0,67.0,35.0,0.0,0.056,0.991,0.29,60.937
266.0,1.0,4.0,7.0,491.0,0.63,0.74,2027377200.0,70.0,34.0,0.0,0.058,0.991,0.283,60.792
265.0,1.0,4.0,7.0,474.0,0.6,0.75,2097675000.0,71.0,34.0,0.0,0.055,0.995,0.299,60.608
275.0,1.0,4.0,6.0,514.0,0.62,0.74,2023708800.0,66.0,34.0,0.0,0.053,0.995,0.31,60.432
267.0,1.0,4.0,7.0,464.0,0.62,0.74,2035082900.0,69.0,35.0,0.0,0.059,0.991,0.278,60.222
271.0,1.0,4.0,6.0,492.0,0.62,0.74,2003314400.0,65.0,34.0,0.0,0.052,0.991,0.317,59.632
270.0,1.0,4.0,7.0,473.0,0.6,0.75,2096105100.0,71.0,35.0,0.0,0.056,0.995,0.297,59.54
271.0,1.0,4.0,7.0,460.0,0.61,0.75,2111216600.0,71.0,35.0,0.0,0.056,0.995,0.298,59.362
269.0,1.0,4.0,6.0,468.0,0.63,0.74,2021493800.0,68.0,35.0,0.0,0.057,0.99,0.292,59.285
271.0,1.0,4.0,7.0,484.0,0.61,0.75,2025183200.0,70.0,35.0,0.0,0.054,0.99,0.31,59.189
269.0,1.0,4.0,7.0,463.0,0.62,0.74,2034144900.0,70.0,34.0,0.0,0.057,0.991,0.294,58.684
267.0,1.0,4.0,7.0,489.0,0.62,0.74,2038917800.0,71.0,34.0,0.0,0.056,0.99,0.303,58.211
271.0,1.0,5.0,7.0,468.0,0.63,0.74,2046067500.0,69.0,35.0,0.0,0.062,0.991,0.278,57.534
268.0,1.0,5.0,7.0,491.0,0.64,0.74,2031842000.0,67.0,34.0,0.0,0.058,0.992,0.299,57.531
279.0,1.0,4.0,6.0,489.0,0.6,0.74,1980073300.0,67.0,34.0,0.0,0.05,0.988,0.344,57.258
269.0,1.0,4.0,7.0,479.0,0.6,0.75,2075778700.0,71.0,35.0,0.0,0.056,0.992,0.309,57.002
269.0,1.0,4.0,7.0,490.0,0.62,0.74,2021868800.0,70.0,35.0,0.0,0.058,0.99,0.302,56.522
279.0,1.0,4.0,7.0,462.0,0.62,0.75,2001089400.0,69.0,34.0,0.0,0.056,0.989,0.313,56.265
271.0,1.0,5.0,7.0,494.0,0.64,0.74,2036324600.0,68.0,35.0,0.0,0.061,0.992,0.288,56.131
276.0,2.0,5.0,6.0,499.0,0.63,0.74,2068659100.0,65.0,34.0,0.344,0.06,0.996,0.3,55.708
265.0,1.0,4.0,7.0,474.0,0.62,0.74,2045067100.0,70.0,35.0,0.0,0.059,0.991,0.302,55.635
276.0,1.0,5.0,6.0,472.0,0.63,0.74,2031014100.0,68.0,36.0,0.0,0.061,0.992,0.296,55.341
271.0,1.0,4.0,7.0,486.0,0.62,0.74,2006378500.0,70.0,35.0,0.0,0.057,0.989,0.313,55.304
275.0,1.0,4.0,6.0,463.0,0.6,0.75,2039430500.0,70.0,35.0,0.0,0.056,0.99,0.318,55.291
267.0,1.0,4.0,7.0,470.0,0.61,0.74,2101173400.0,72.0,34.0,2.416,0.055,0.994,0.326,55.286
270.0,1.0,4.0,7.0,469.0,0.64,0.74,2020974100.0,66.0,35.0,0.0,0.059,0.991,0.303,55.097
264.0,1.0,4.0,7.0,471.0,0.62,0.74,2072378900.0,71.0,35.0,0.0,0.06,0.992,0.302,54.612
277.0,1.0,4.0,6.0,511.0,0.62,0.74,2005903200.0,67.0,35.0,0.0,0.055,0.99,0.328,54.433
277.0,1.0,5.0,6.0,485.0,0.64,0.74,2004085800.0,66.0,34.0,0.0,0.056,0.992,0.329,54.275
262.0,1.0,4.0,7.0,473.0,0.62,0.74,2045211900.0,71.0,34.0,0.0,0.059,0.99,0.313,53.836
270.0,1.0,4.0,7.0,473.0,0.6,0.75,2063248900.0,71.0,34.0,0.0,0.055,0.992,0.337,53.719
268.0,1.0,4.0,7.0,477.0,0.61,0.74,1972216000.0,68.0,34.0,0.0,0.053,0.986,0.345,53.686
270.0,1.0,4.0,7.0,479.0,0.62,0.74,1985849900.0,69.0,34.0,0.0,0.054,0.987,0.338,53.544
274.0,1.0,4.0,6.0,471.0,0.63,0.74,1980376400.0,66.0,34.0,0.0,0.054,0.989,0.346,53.469
273.0,1.0,5.0,7.0,503.0,0.63,0.74,2033239200.0,66.0,34.0,0.0,0.058,0.992,0.322,53.223
273.0,2.0,4.0,7.0,509.0,0.62,0.74,2046019700.0,66.0,35.0,0.344,0.061,0.993,0.311,52.527
268.0,1.0,4.0,7.0,469.0,0.62,0.75,2069142900.0,72.0,35.0,0.0,0.06,0.992,0.315,52.151
270.0,1.0,4.0,6.0,473.0,0.63,0.74,2011995900.0,70.0,35.0,0.0,0.059,0.988,0.32,52.087
277.0,1.0,4.0,6.0,485.0,0.62,0.75,1948794200.0,67.0,34.0,0.0,0.049,0.985,0.384,51.979
263.0,1.0,4.0,7.0,467.0,0.61,0.74,2070201100.0,71.0,34.0,0.0,0.057,0.992,0.335,51.929
263.0,1.0,4.0,6.0,492.0,0.62,0.74,1982559200.0,69.0,34.0,0.0,0.057,0.987,0.34,51.381
271.0,2.0,4.0,6.0,500.0,0.62,0.74,2029784000.0,65.0,34.0,0.344,0.058,0.993,0.336,51.377
267.0,1.0,4.0,7.0,474.0,0.62,0.74,1990624400.0,70.0,34.0,0.0,0.058,0.987,0.333,51.269
267.0,1.0,4.0,7.0,446.0,0.61,0.74,2092808600.0,70.0,34.0,0.0,0.057,0.994,0.338,51.167
269.0,1.0,4.0,7.0,461.0,0.61,0.75,2068532000.0,71.0,35.0,0.0,0.059,0.992,0.334,50.52
266.0,1.0,4.0,7.0,479.0,0.62,0.74,2002226700.0,70.0,35.0,0.0,0.06,0.987,0.334,49.54
276.0,1.0,5.0,7.0,480.0,0.63,0.74,1986023200.0,67.0,35.0,0.0,0.058,0.99,0.349,48.988
270.0,1.0,4.0,7.0,469.0,0.62,0.74,1988087200.0,70.0,34.0,0.0,0.058,0.986,0.348,48.909
279.0,1.0,4.0,6.0,478.0,0.61,0.74,1967988700.0,65.0,34.0,0.0,0.052,0.987,0.389,48.805
266.0,1.0,4.0,7.0,462.0,0.61,0.75,2054910000.0,71.0,35.0,0.0,0.06,0.991,0.337,48.8
267.0,1.0,4.0,7.0,449.0,0.61,0.74,2027479300.0,70.0,34.0,0.0,0.06,0.989,0.339,48.692
268.0,1.0,4.0,7.0,457.0,0.62,0.74,1999394300.0,70.0,34.0,0.0,0.061,0.987,0.336,48.459
268.0,1.0,4.0,7.0,463.0,0.62,0.75,2034147500.0,72.0,34.0,0.0,0.06,0.989,0.342,47.948
268.0,1.0,4.0,7.0,446.0,0.61,0.75,2075397900.0,71.0,35.0,0.0,0.062,0.992,0.346,46.322
272.0,2.0,4.0,6.0,478.0,0.63,0.74,2015508200.0,65.0,35.0,0.344,0.06,0.991,0.358,45.858
273.0,1.0,4.0,6.0,512.0,0.62,0.74,1965925900.0,68.0,34.0,0.0,0.056,0.987,0.385,45.594
269.0,1.0,5.0,7.0,495.0,0.63,0.74,1992139900.0,69.0,35.0,0.0,0.064,0.988,0.338,45.562
274.0,2.0,4.0,6.0,497.0,0.62,0.74,2009079200.0,64.0,34.0,0.344,0.058,0.99,0.373,45.496
