spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.84,4.0,5.0,5.0,0.58,47.0,2069438700.0,247.0,65.0,864.0,0.008,0.011,0.989,0.346,256.419
0.82,4.0,5.0,5.0,0.55,48.0,2031919600.0,230.0,65.0,858.0,0.174,0.014,0.993,0.291,247.933
0.83,4.0,5.0,5.0,0.58,48.0,2069653900.0,236.0,63.0,860.0,0.051,0.012,0.989,0.337,247.856
0.82,4.0,5.0,5.0,0.56,48.0,1941216000.0,256.0,63.0,848.0,0.037,0.012,0.992,0.336,245.283
0.83,4.0,5.0,5.0,0.55,48.0,2022649500.0,237.0,66.0,872.0,0.131,0.016,0.995,0.258,244.036
0.82,4.0,5.0,5.0,0.58,48.0,1977213800.0,261.0,65.0,839.0,0.02,0.013,0.994,0.31,243.99
0.83,4.0,5.0,5.0,0.57,46.0,2024925800.0,258.0,64.0,860.0,0.014,0.012,0.991,0.336,240.945
0.84,4.0,5.0,5.0,0.58,47.0,2074230800.0,245.0,64.0,874.0,0.007,0.012,0.989,0.348,240.525
0.83,4.0,5.0,5.0,0.57,47.0,2001046000.0,259.0,65.0,874.0,0.027,0.015,0.993,0.277,239.746
0.83,4.0,5.0,5.0,0.58,47.0,2086828700.0,240.0,63.0,857.0,0.023,0.013,0.99,0.338,228.572
0.82,4.0,5.0,5.0,0.57,48.0,2094757600.0,228.0,65.0,865.0,0.108,0.014,0.992,0.314,226.655
0.83,4.0,5.0,5.0,0.57,48.0,2079650600.0,230.0,65.0,869.0,0.14,0.014,0.992,0.312,225.717
0.83,4.0,5.0,5.0,0.56,48.0,1976176000.0,260.0,67.0,852.0,0.065,0.017,0.993,0.269,219.968
0.82,4.0,5.0,5.0,0.55,48.0,2005184000.0,234.0,65.0,872.0,0.196,0.015,0.993,0.299,219.428
0.84,4.0,5.0,5.0,0.56,48.0,2077805400.0,235.0,66.0,867.0,0.047,0.016,0.993,0.281,217.757
0.82,4.0,5.0,5.0,0.56,48.0,2027781100.0,223.0,64.0,865.0,0.201,0.014,0.991,0.322,215.202
0.84,4.0,5.0,5.0,0.58,48.0,2087716900.0,237.0,64.0,876.0,0.03,0.014,0.99,0.333,214.451
0.84,4.0,5.0,5.0,0.58,48.0,2104808700.0,238.0,65.0,860.0,0.021,0.014,0.99,0.334,212.196
0.84,4.0,5.0,5.0,0.57,48.0,2098333200.0,238.0,66.0,876.0,0.026,0.015,0.992,0.305,211.872
0.83,4.0,5.0,5.0,0.57,48.0,2094219400.0,231.0,66.0,865.0,0.122,0.015,0.993,0.305,210.536
0.83,4.0,5.0,5.0,0.57,48.0,2089110800.0,227.0,65.0,855.0,0.079,0.014,0.99,0.334,210.256
0.83,4.0,5.0,5.0,0.57,48.0,2076010600.0,226.0,65.0,870.0,0.107,0.016,0.993,0.302,210.116
0.82,4.0,5.0,5.0,0.55,48.0,2027884900.0,231.0,66.0,873.0,0.161,0.017,0.995,0.281,209.336
0.83,4.0,5.0,5.0,0.55,48.0,2064713600.0,235.0,66.0,874.0,0.118,0.017,0.994,0.281,208.161
0.84,4.0,5.0,5.0,0.58,48.0,2096618200.0,239.0,66.0,859.0,0.03,0.015,0.99,0.329,206.056
0.84,4.0,5.0,5.0,0.59,47.0,2082434800.0,247.0,65.0,869.0,0.028,0.014,0.989,0.342,204.523
0.82,4.0,5.0,5.0,0.54,48.0,1994557600.0,241.0,67.0,864.0,0.172,0.017,0.994,0.291,204.379
0.84,4.0,5.0,5.0,0.56,48.0,2080474200.0,236.0,66.0,874.0,0.044,0.017,0.993,0.291,202.845
0.83,4.0,5.0,5.0,0.56,48.0,2079478100.0,229.0,65.0,877.0,0.107,0.017,0.994,0.289,200.032
0.84,4.0,5.0,5.0,0.56,48.0,2062090500.0,233.0,66.0,871.0,0.178,0.017,0.994,0.299,197.976
0.82,4.0,5.0,5.0,0.54,48.0,2015170200.0,237.0,67.0,866.0,0.152,0.018,0.994,0.286,197.8
0.84,4.0,5.0,5.0,0.58,48.0,2092601100.0,234.0,64.0,877.0,0.081,0.015,0.991,0.327,196.317
0.84,4.0,5.0,5.0,0.58,48.0,2104387200.0,236.0,65.0,865.0,0.07,0.015,0.99,0.332,193.877
0.82,4.0,5.0,5.0,0.56,48.0,2076491900.0,223.0,64.0,862.0,0.151,0.015,0.99,0.345,192.3
0.83,4.0,5.0,5.0,0.55,48.0,2022305400.0,234.0,67.0,877.0,0.11,0.019,0.995,0.27,191.915
0.84,4.0,5.0,5.0,0.59,48.0,2092916500.0,237.0,65.0,857.0,0.011,0.015,0.989,0.339,191.899
0.82,4.0,5.0,5.0,0.55,48.0,2050906900.0,227.0,66.0,862.0,0.145,0.017,0.993,0.306,191.65
0.84,4.0,5.0,5.0,0.58,47.0,2082112300.0,248.0,67.0,874.0,0.003,0.016,0.991,0.319,188.394
0.83,4.0,5.0,5.0,0.58,48.0,2075842300.0,230.0,63.0,864.0,0.087,0.015,0.988,0.353,185.843
0.82,4.0,5.0,5.0,0.55,48.0,2042521300.0,229.0,67.0,859.0,0.199,0.017,0.993,0.317,185.321
0.84,4.0,5.0,5.0,0.57,48.0,2083133600.0,230.0,66.0,873.0,0.132,0.018,0.993,0.31,183.209
0.82,4.0,5.0,5.0,0.55,48.0,2051785000.0,226.0,66.0,870.0,0.181,0.018,0.994,0.307,176.582
0.8,4.0,5.0,5.0,0.56,48.0,1968757800.0,233.0,63.0,840.0,0.24,0.016,0.987,0.367,169.642
0.83,4.0,5.0,5.0,0.56,48.0,2048201000.0,230.0,67.0,877.0,0.232,0.018,0.995,0.32,169.406
0.82,4.0,5.0,5.0,0.56,48.0,2065043000.0,227.0,67.0,867.0,0.223,0.018,0.993,0.333,165.52
0.82,4.0,5.0,5.0,0.55,48.0,2042682600.0,231.0,68.0,868.0,0.203,0.019,0.994,0.321,165.305
0.83,4.0,5.0,5.0,0.55,48.0,2054561800.0,230.0,67.0,877.0,0.195,0.02,0.995,0.302,161.266
0.82,4.0,5.0,5.0,0.54,48.0,2030797800.0,226.0,65.0,864.0,0.237,0.018,0.992,0.344,160.85
0.82,4.0,5.0,5.0,0.56,48.0,2076181500.0,219.0,64.0,869.0,0.195,0.017,0.989,0.362,157.487
0.84,4.0,5.0,5.0,0.58,48.0,2113870000.0,231.0,65.0,867.0,0.075,0.018,0.989,0.349,156.814
0.83,4.0,5.0,5.0,0.57,48.0,2117503600.0,227.0,65.0,877.0,0.098,0.018,0.991,0.35,156.288
0.82,4.0,5.0,5.0,0.57,48.0,1919207700.0,267.0,64.0,830.0,0.02,0.016,0.991,0.394,155.924
0.84,4.0,5.0,5.0,0.56,48.0,2092101400.0,234.0,67.0,877.0,0.156,0.02,0.994,0.32,154.562
0.83,4.0,5.0,5.0,0.55,48.0,2062427400.0,229.0,67.0,872.0,0.168,0.021,0.995,0.313,154.057
0.82,4.0,5.0,5.0,0.56,48.0,2061847300.0,223.0,67.0,861.0,0.24,0.019,0.992,0.345,153.551
0.83,4.0,5.0,5.0,0.58,48.0,2114794000.0,230.0,66.0,871.0,0.114,0.019,0.991,0.339,150.855
0.83,4.0,5.0,5.0,0.56,48.0,2089979600.0,223.0,65.0,877.0,0.141,0.02,0.993,0.328,150.68
0.82,4.0,5.0,5.0,0.58,48.0,1931240600.0,265.0,62.0,842.0,0.001,0.018,0.992,0.393,138.673
0.83,4.0,5.0,5.0,0.59,47.0,2108881700.0,239.0,63.0,873.0,0.023,0.018,0.985,0.399,137.83
0.84,4.0,5.0,5.0,0.56,48.0,2097547000.0,230.0,67.0,877.0,0.09,0.022,0.993,0.328,137.525
0.84,4.0,5.0,5.0,0.56,48.0,2095318300.0,228.0,67.0,877.0,0.115,0.023,0.994,0.319,137.503
0.82,4.0,5.0,5.0,0.56,48.0,2088595100.0,221.0,67.0,867.0,0.194,0.022,0.994,0.339,135.677
0.81,4.0,5.0,5.0,0.57,48.0,1921462400.0,260.0,62.0,827.0,0.121,0.018,0.988,0.418,132.218
0.83,4.0,5.0,5.0,0.56,48.0,2095872900.0,227.0,67.0,877.0,0.175,0.022,0.994,0.345,131.669
0.83,4.0,5.0,5.0,0.56,48.0,2079600400.0,224.0,67.0,877.0,0.22,0.022,0.994,0.345,129.211
0.84,4.0,5.0,5.0,0.55,48.0,2068597800.0,229.0,67.0,877.0,0.165,0.023,0.995,0.339,129.109
0.84,4.0,5.0,5.0,0.55,48.0,2085296900.0,225.0,66.0,877.0,0.135,0.024,0.994,0.326,129.04
0.83,4.0,5.0,5.0,0.56,48.0,2092332500.0,221.0,66.0,877.0,0.173,0.023,0.993,0.341,128.731
0.83,4.0,5.0,5.0,0.56,48.0,2104665200.0,224.0,66.0,877.0,0.187,0.022,0.992,0.354,127.445
0.83,4.0,5.0,5.0,0.55,48.0,2048018200.0,225.0,68.0,877.0,0.195,0.024,0.995,0.331,126.906
0.83,4.0,5.0,5.0,0.55,48.0,2093657500.0,224.0,66.0,877.0,0.147,0.023,0.994,0.338,126.781
0.84,4.0,5.0,5.0,0.55,48.0,2074990200.0,232.0,68.0,877.0,0.191,0.023,0.995,0.336,126.645
0.85,4.0,5.0,5.0,0.58,48.0,2112516700.0,231.0,66.0,877.0,0.166,0.022,0.991,0.357,126.209
0.82,4.0,5.0,5.0,0.55,48.0,2058050800.0,219.0,66.0,863.0,0.306,0.021,0.991,0.384,125.324
0.82,4.0,5.0,5.0,0.59,47.0,1948836100.0,262.0,62.0,866.0,0.034,0.022,0.992,0.373,122.896
0.84,4.0,5.0,5.0,0.56,48.0,2087212200.0,226.0,67.0,877.0,0.221,0.023,0.994,0.353,121.835
0.84,4.0,5.0,5.0,0.58,48.0,2125889200.0,224.0,65.0,874.0,0.091,0.022,0.989,0.372,118.978
0.83,4.0,5.0,5.0,0.56,48.0,2121215400.0,223.0,67.0,868.0,0.152,0.024,0.993,0.353,118.763
0.85,4.0,5.0,5.0,0.57,48.0,2141495000.0,233.0,66.0,877.0,0.108,0.021,0.988,0.411,115.234
0.84,4.0,5.0,5.0,0.54,48.0,2067403000.0,227.0,67.0,877.0,0.189,0.025,0.995,0.342,115.177
0.83,4.0,5.0,5.0,0.56,48.0,2097775200.0,219.0,66.0,877.0,0.227,0.024,0.993,0.37,113.482
0.84,4.0,5.0,5.0,0.56,48.0,2096537600.0,225.0,67.0,877.0,0.203,0.024,0.993,0.366,113.18
0.84,4.0,5.0,5.0,0.54,48.0,2034372200.0,229.0,68.0,877.0,0.267,0.025,0.995,0.354,111.508
0.84,4.0,5.0,5.0,0.57,48.0,2124206100.0,220.0,66.0,877.0,0.18,0.024,0.992,0.383,107.723
0.83,4.0,5.0,5.0,0.57,48.0,2140571400.0,217.0,66.0,869.0,0.135,0.024,0.99,0.397,104.421
0.83,4.0,5.0,5.0,0.57,48.0,2142674300.0,217.0,66.0,867.0,0.145,0.024,0.989,0.399,104.417
0.84,4.0,5.0,5.0,0.54,48.0,2076834600.0,223.0,67.0,877.0,0.187,0.027,0.995,0.359,101.494
0.84,4.0,5.0,5.0,0.57,48.0,2147483600.0,223.0,67.0,877.0,0.112,0.026,0.991,0.392,99.066
0.83,4.0,5.0,5.0,0.55,48.0,2098075100.0,220.0,68.0,867.0,0.223,0.027,0.993,0.38,96.891
0.84,4.0,5.0,5.0,0.55,48.0,2110544400.0,220.0,66.0,877.0,0.265,0.027,0.994,0.396,93.382
0.83,4.0,5.0,5.0,0.55,48.0,2090785400.0,217.0,67.0,877.0,0.269,0.027,0.994,0.392,92.192
0.84,4.0,5.0,5.0,0.56,48.0,2125418200.0,219.0,67.0,875.0,0.204,0.028,0.992,0.396,90.893
0.84,4.0,5.0,5.0,0.57,48.0,2125923200.0,217.0,68.0,873.0,0.196,0.028,0.991,0.401,88.25
0.84,4.0,5.0,5.0,0.55,48.0,2100515500.0,218.0,67.0,877.0,0.241,0.029,0.994,0.398,86.828
0.83,4.0,5.0,5.0,0.54,48.0,2094814500.0,218.0,67.0,877.0,0.275,0.029,0.994,0.412,83.142
0.82,3.0,5.0,5.0,0.59,48.0,2054409700.0,250.0,63.0,841.0,0.051,0.033,0.989,0.384,79.077
0.84,4.0,5.0,5.0,0.54,48.0,2081454000.0,220.0,68.0,877.0,0.3,0.03,0.995,0.415,79.029
0.84,4.0,5.0,5.0,0.55,48.0,2097780900.0,216.0,68.0,877.0,0.345,0.031,0.994,0.451,71.159
0.83,3.0,5.0,5.0,0.6,48.0,2077752600.0,250.0,64.0,836.0,0.03,0.036,0.987,0.401,68.916
0.84,4.0,5.0,5.0,0.54,48.0,2115166600.0,215.0,68.0,877.0,0.329,0.034,0.994,0.458,63.789
0.82,3.0,5.0,5.0,0.58,48.0,2031345500.0,244.0,60.0,841.0,0.006,0.035,0.985,0.442,62.901
0.83,3.0,5.0,5.0,0.59,48.0,2113957800.0,237.0,64.0,858.0,0.024,0.039,0.984,0.409,62.39
0.83,3.0,5.0,5.0,0.58,48.0,2113972600.0,233.0,63.0,855.0,0.025,0.04,0.985,0.399,62.298
0.82,3.0,5.0,5.0,0.59,47.0,2007795000.0,267.0,64.0,827.0,0.017,0.043,0.991,0.406,57.084
0.83,3.0,5.0,5.0,0.59,46.0,2040328000.0,261.0,63.0,848.0,0.021,0.041,0.989,0.42,56.965
0.84,3.0,5.0,5.0,0.59,46.0,2070792000.0,245.0,62.0,867.0,0.007,0.043,0.984,0.425,54.136
0.82,3.0,5.0,5.0,0.58,46.0,1982107600.0,264.0,62.0,842.0,0.008,0.044,0.989,0.455,48.864
0.81,3.0,5.0,5.0,0.58,48.0,1929206000.0,264.0,62.0,828.0,0.07,0.046,0.988,0.448,48.206
0.8,3.0,5.0,5.0,0.57,48.0,1911852800.0,258.0,61.0,819.0,0.085,0.046,0.986,0.475,44.797
0.8,3.0,5.0,5.0,0.58,48.0,1911458200.0,263.0,62.0,818.0,0.053,0.049,0.988,0.478,42.461
0.82,3.0,5.0,5.0,0.59,45.0,1982473700.0,273.0,63.0,836.0,0.032,0.051,0.991,0.498,38.913
0.83,3.0,5.0,5.0,0.6,45.0,2004935200.0,261.0,60.0,855.0,0.01,0.052,0.984,0.518,36.197
0.83,3.0,5.0,5.0,0.6,45.0,1960884500.0,269.0,62.0,836.0,0.011,0.055,0.989,0.504,35.614
spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.82,4.0,5.0,5.0,0.57,48.0,2051828700.0,248.0,64.0,850.0,0.109,0.001,0.999,0.086,9545.405
0.82,4.0,5.0,5.0,0.57,48.0,2044004400.0,249.0,64.0,847.0,0.144,0.001,0.999,0.126,8987.978
0.82,4.0,5.0,5.0,0.58,48.0,2044089300.0,247.0,64.0,841.0,0.056,0.003,0.999,0.09,4388.296
0.82,4.0,5.0,5.0,0.57,48.0,2048474500.0,245.0,65.0,848.0,0.085,0.003,1.0,0.083,4320.587
0.81,4.0,5.0,5.0,0.57,47.0,2037039100.0,248.0,64.0,840.0,0.04,0.005,1.0,0.068,3064.383
0.82,4.0,5.0,5.0,0.57,48.0,2029663400.0,245.0,64.0,831.0,0.06,0.003,0.999,0.104,2896.649
0.82,4.0,5.0,5.0,0.57,48.0,2033870600.0,247.0,63.0,838.0,0.119,0.003,0.999,0.116,2828.557
0.82,4.0,5.0,5.0,0.57,48.0,2047586300.0,238.0,64.0,853.0,0.045,0.005,0.999,0.083,2621.354
0.81,4.0,5.0,5.0,0.57,48.0,2026301000.0,249.0,63.0,844.0,0.059,0.005,0.999,0.095,2226.569
0.82,4.0,5.0,5.0,0.57,47.0,2050929700.0,245.0,65.0,850.0,0.056,0.005,0.999,0.091,2109.956
0.81,4.0,5.0,5.0,0.58,48.0,2032845700.0,251.0,64.0,845.0,0.021,0.005,0.999,0.105,1799.737
0.82,4.0,5.0,5.0,0.57,48.0,2050754400.0,247.0,64.0,866.0,0.24,0.003,0.998,0.211,1790.301
0.81,4.0,5.0,5.0,0.57,48.0,2015651700.0,248.0,63.0,841.0,0.044,0.005,0.999,0.11,1743.785
0.81,4.0,5.0,5.0,0.56,48.0,2027304400.0,248.0,64.0,854.0,0.121,0.005,0.999,0.123,1635.923
0.82,4.0,5.0,5.0,0.57,48.0,2047605100.0,248.0,64.0,870.0,0.213,0.003,0.998,0.205,1448.565
0.81,4.0,5.0,5.0,0.57,48.0,2049160400.0,252.0,65.0,859.0,0.073,0.007,0.999,0.106,1442.309
0.83,4.0,5.0,5.0,0.58,48.0,2069613600.0,246.0,64.0,855.0,0.129,0.006,0.999,0.124,1429.479
0.81,4.0,5.0,5.0,0.57,48.0,2035100300.0,245.0,64.0,870.0,0.081,0.005,0.999,0.147,1333.778
0.82,4.0,5.0,5.0,0.57,48.0,2054787500.0,243.0,64.0,868.0,0.187,0.005,1.0,0.166,1282.878
0.81,4.0,5.0,5.0,0.57,48.0,2049692400.0,251.0,64.0,862.0,0.196,0.005,0.999,0.164,1228.63
0.8,4.0,5.0,5.0,0.57,48.0,2027910100.0,252.0,63.0,853.0,0.069,0.007,0.999,0.11,1217.738
0.81,4.0,5.0,5.0,0.58,48.0,2038819800.0,249.0,63.0,859.0,0.088,0.007,0.998,0.127,1132.298
0.81,4.0,5.0,5.0,0.57,48.0,2034156300.0,254.0,63.0,853.0,0.168,0.007,0.998,0.138,1072.51
0.81,4.0,5.0,5.0,0.58,47.0,2043224200.0,248.0,65.0,839.0,0.002,0.008,0.999,0.124,1003.678
0.83,4.0,5.0,5.0,0.57,48.0,2053365200.0,253.0,65.0,845.0,0.175,0.006,0.998,0.167,1001.196
0.82,4.0,5.0,5.0,0.58,47.0,2044953500.0,254.0,64.0,833.0,0.075,0.008,0.999,0.121,979.912
0.82,4.0,5.0,5.0,0.58,48.0,2067103900.0,250.0,65.0,860.0,0.016,0.007,0.998,0.15,918.022
0.82,4.0,5.0,5.0,0.58,47.0,2027822600.0,245.0,63.0,836.0,0.025,0.008,0.999,0.133,911.664
0.82,4.0,5.0,5.0,0.58,48.0,2074110200.0,250.0,66.0,855.0,0.04,0.009,0.999,0.13,897.609
0.82,4.0,5.0,5.0,0.57,48.0,2073309700.0,245.0,65.0,872.0,0.144,0.007,0.999,0.164,891.06
0.83,4.0,5.0,5.0,0.57,48.0,2070559500.0,242.0,66.0,856.0,0.074,0.009,1.0,0.136,835.428
0.81,4.0,5.0,5.0,0.58,47.0,2031258900.0,245.0,63.0,851.0,0.037,0.008,0.999,0.145,815.678
0.83,4.0,5.0,5.0,0.57,48.0,2058542500.0,247.0,64.0,872.0,0.312,0.005,0.998,0.258,779.686
0.83,4.0,5.0,5.0,0.58,48.0,2077003000.0,247.0,65.0,865.0,0.153,0.008,0.999,0.159,753.609
0.81,4.0,5.0,5.0,0.56,48.0,2023935200.0,254.0,63.0,839.0,0.098,0.009,0.998,0.144,751.289
0.81,4.0,5.0,5.0,0.58,46.0,2030331900.0,247.0,64.0,841.0,0.039,0.008,0.999,0.158,747.521
0.81,4.0,5.0,5.0,0.58,48.0,2054663000.0,255.0,65.0,856.0,0.017,0.009,0.998,0.142,745.017
0.82,4.0,5.0,5.0,0.58,47.0,2065399800.0,253.0,66.0,846.0,0.078,0.011,0.999,0.126,742.978
0.81,4.0,5.0,5.0,0.58,47.0,2050594600.0,253.0,65.0,845.0,0.007,0.01,0.999,0.143,721.224
0.81,4.0,5.0,5.0,0.58,47.0,2028524700.0,248.0,64.0,829.0,0.018,0.008,0.999,0.169,716.453
0.84,4.0,5.0,5.0,0.58,48.0,2078393100.0,245.0,65.0,856.0,0.081,0.009,0.998,0.151,704.478
0.82,4.0,5.0,5.0,0.57,48.0,2075863800.0,246.0,65.0,877.0,0.185,0.007,0.999,0.208,673.052
0.81,4.0,5.0,5.0,0.58,48.0,2039617500.0,256.0,63.0,864.0,0.116,0.01,0.998,0.144,671.286
0.82,4.0,5.0,5.0,0.58,46.0,2052982900.0,244.0,66.0,844.0,0.01,0.011,0.998,0.144,621.153
0.82,4.0,5.0,5.0,0.57,47.0,2073098600.0,245.0,66.0,861.0,0.044,0.009,0.997,0.176,617.153
0.81,4.0,5.0,5.0,0.58,46.0,2027629800.0,245.0,64.0,837.0,0.009,0.01,0.999,0.166,608.863
0.81,4.0,5.0,5.0,0.59,47.0,2055652900.0,247.0,65.0,842.0,0.013,0.01,0.998,0.175,593.21
0.83,4.0,5.0,5.0,0.57,48.0,2086885400.0,247.0,66.0,865.0,0.124,0.009,0.998,0.2,576.288
0.83,4.0,5.0,5.0,0.57,48.0,2078274800.0,244.0,65.0,875.0,0.175,0.009,0.999,0.193,573.498
0.82,4.0,5.0,5.0,0.58,48.0,2081042000.0,256.0,66.0,852.0,0.116,0.011,0.998,0.161,564.985
0.82,4.0,5.0,5.0,0.58,46.0,2039040500.0,243.0,65.0,834.0,0.01,0.011,0.998,0.167,552.492
0.83,4.0,5.0,5.0,0.57,48.0,2088931100.0,248.0,66.0,868.0,0.149,0.009,0.999,0.192,548.888
0.83,4.0,5.0,5.0,0.56,48.0,2055933000.0,242.0,65.0,868.0,0.153,0.01,0.999,0.191,539.301
0.81,4.0,5.0,5.0,0.6,48.0,2037638400.0,252.0,63.0,844.0,0.06,0.011,0.998,0.174,538.995
0.83,4.0,5.0,5.0,0.57,48.0,2083827100.0,243.0,66.0,864.0,0.09,0.01,0.999,0.187,535.51
0.83,4.0,5.0,5.0,0.57,48.0,2083748500.0,249.0,65.0,875.0,0.207,0.009,0.999,0.216,519.534
0.81,4.0,5.0,5.0,0.57,48.0,2061369500.0,253.0,65.0,877.0,0.216,0.01,0.998,0.2,514.863
0.83,4.0,5.0,5.0,0.57,47.0,2077281300.0,252.0,66.0,844.0,0.103,0.011,0.997,0.186,511.316
0.81,4.0,5.0,5.0,0.58,47.0,2030299300.0,258.0,64.0,834.0,0.066,0.012,0.998,0.168,510.975
0.83,4.0,5.0,5.0,0.57,48.0,2072579300.0,251.0,65.0,866.0,0.314,0.008,0.999,0.242,508.088
0.8,4.0,5.0,5.0,0.57,47.0,1999011600.0,250.0,63.0,830.0,0.068,0.011,0.998,0.173,504.746
0.8,4.0,5.0,5.0,0.56,47.0,2011092200.0,251.0,63.0,838.0,0.127,0.012,0.998,0.164,502.878
0.82,4.0,5.0,5.0,0.58,47.0,2075668200.0,256.0,66.0,847.0,0.083,0.012,0.997,0.165,494.662
0.83,4.0,5.0,5.0,0.56,48.0,2082905600.0,248.0,66.0,865.0,0.152,0.011,0.999,0.193,487.651
0.83,4.0,5.0,5.0,0.57,48.0,2094307100.0,247.0,66.0,873.0,0.117,0.01,0.998,0.209,479.601
0.81,4.0,5.0,5.0,0.57,46.0,1997923800.0,247.0,63.0,832.0,0.014,0.011,0.998,0.192,475.739
0.81,4.0,5.0,5.0,0.58,47.0,2011422500.0,240.0,63.0,840.0,0.019,0.012,0.999,0.178,475.421
0.81,4.0,5.0,5.0,0.57,47.0,2026269400.0,259.0,64.0,827.0,0.149,0.011,0.997,0.19,462.854
0.81,4.0,5.0,5.0,0.57,48.0,2041437300.0,254.0,63.0,872.0,0.278,0.009,0.996,0.251,459.632
0.82,4.0,5.0,5.0,0.59,48.0,2063848300.0,256.0,64.0,864.0,0.205,0.01,0.996,0.218,447.725
0.8,4.0,5.0,5.0,0.58,48.0,2010161200.0,255.0,62.0,831.0,0.02,0.014,0.999,0.166,429.473
0.82,4.0,5.0,5.0,0.59,47.0,2068859400.0,252.0,66.0,842.0,0.007,0.013,0.997,0.186,425.73
0.82,4.0,5.0,5.0,0.57,48.0,2086083300.0,254.0,65.0,875.0,0.314,0.01,0.998,0.247,410.25
0.81,4.0,5.0,5.0,0.59,47.0,2031383900.0,256.0,64.0,828.0,0.056,0.013,0.999,0.185,408.695
0.83,4.0,5.0,5.0,0.56,48.0,2061700900.0,245.0,66.0,865.0,0.224,0.01,0.999,0.245,408.594
0.81,4.0,5.0,5.0,0.58,48.0,2052514300.0,258.0,63.0,869.0,0.226,0.012,0.997,0.204,404.441
0.82,4.0,5.0,5.0,0.57,47.0,2065088400.0,260.0,66.0,852.0,0.158,0.012,0.997,0.204,401.784
0.84,4.0,5.0,5.0,0.57,48.0,2083803300.0,244.0,66.0,867.0,0.183,0.011,0.999,0.223,401.013
0.82,4.0,5.0,5.0,0.57,48.0,2084924900.0,251.0,66.0,877.0,0.26,0.01,0.999,0.247,390.785
0.82,4.0,5.0,5.0,0.58,48.0,2078440300.0,257.0,65.0,865.0,0.285,0.011,0.997,0.231,383.188
0.83,4.0,5.0,5.0,0.59,48.0,2083557900.0,253.0,66.0,859.0,0.062,0.014,0.997,0.19,382.671
0.83,4.0,5.0,5.0,0.58,48.0,2094888400.0,247.0,67.0,872.0,0.043,0.013,0.997,0.201,377.31
0.82,4.0,5.0,5.0,0.59,46.0,2056501600.0,252.0,65.0,834.0,0.054,0.013,0.997,0.198,373.717
0.83,4.0,5.0,5.0,0.58,48.0,2092168400.0,250.0,66.0,875.0,0.172,0.013,0.998,0.206,370.737
0.83,4.0,5.0,5.0,0.56,47.0,2079055400.0,248.0,67.0,857.0,0.147,0.013,0.997,0.212,358.131
0.84,4.0,5.0,5.0,0.57,48.0,2089290600.0,245.0,66.0,874.0,0.229,0.012,0.999,0.236,356.808
0.81,4.0,5.0,5.0,0.58,46.0,2020208900.0,241.0,63.0,829.0,0.004,0.014,0.999,0.197,353.948
0.83,4.0,5.0,5.0,0.56,48.0,2085985400.0,248.0,67.0,863.0,0.178,0.012,0.998,0.238,347.0
0.83,4.0,5.0,5.0,0.56,48.0,2078269400.0,248.0,65.0,877.0,0.335,0.01,0.999,0.283,345.513
0.83,4.0,5.0,5.0,0.57,48.0,2096087200.0,246.0,66.0,877.0,0.275,0.011,0.999,0.268,341.077
0.81,4.0,5.0,5.0,0.57,45.0,2024621300.0,250.0,65.0,827.0,0.044,0.013,0.996,0.219,336.936
0.81,4.0,5.0,5.0,0.59,47.0,2027765900.0,253.0,63.0,824.0,0.072,0.014,0.999,0.209,336.186
0.83,4.0,5.0,5.0,0.57,48.0,2091240000.0,260.0,66.0,857.0,0.234,0.013,0.997,0.234,323.938
0.82,4.0,5.0,5.0,0.57,46.0,2061058200.0,257.0,66.0,837.0,0.138,0.013,0.995,0.229,322.936
0.83,4.0,5.0,5.0,0.56,48.0,2083534100.0,249.0,67.0,860.0,0.209,0.012,0.998,0.261,318.447
0.83,4.0,5.0,5.0,0.56,48.0,2084195100.0,247.0,66.0,877.0,0.311,0.012,0.999,0.273,313.081
0.83,4.0,5.0,5.0,0.57,47.0,2083275500.0,253.0,67.0,863.0,0.136,0.014,0.997,0.23,303.449
0.83,4.0,5.0,5.0,0.57,46.0,2062952800.0,257.0,66.0,835.0,0.152,0.015,0.996,0.219,303.428
0.82,4.0,5.0,5.0,0.56,48.0,2087074600.0,253.0,67.0,877.0,0.11,0.015,0.997,0.229,298.817
0.83,4.0,5.0,5.0,0.56,48.0,2072471000.0,243.0,65.0,877.0,0.368,0.011,0.999,0.3,298.298
0.8,4.0,5.0,5.0,0.58,45.0,2028240500.0,251.0,65.0,837.0,0.032,0.016,0.997,0.218,295.451
0.81,4.0,5.0,5.0,0.58,45.0,2030917800.0,246.0,65.0,823.0,0.005,0.015,0.997,0.233,293.65
0.83,4.0,5.0,5.0,0.55,48.0,2073025900.0,246.0,66.0,867.0,0.26,0.012,0.998,0.281,293.611
